name,ideology,ideology_icon,city,state,is_statewide,is_headquarters,group,latitude,longitude,ideology_link,group_link,latitude_longitude_appended
United Klans of America,Ku Klux Klan,kkk,Ashland,Alabama,FALSE,TRUE,,33.27,-85.83,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"33.27, -85.83"
Southern National Congress,Neo-Confederate,neo-confederate,Wetumpka,Alabama,FALSE,FALSE,,32.543744,-86.211912,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"32.543744, -86.211912"
Council of Conservative Citizens,White Nationalist,white-nationalist,Eufaula,Alabama,FALSE,FALSE,Council of Conservative Citizens,31.96,-85.16,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,https://www.splcenter.org/fighting-hate/extremist-files/group/council-conservative-citizens,"31.96, -85.16"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Hazel Green,Alabama,FALSE,FALSE,,34.93,-86.57,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"34.93, -86.57"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Vance,Alabama,FALSE,FALSE,,33.17,-87.23,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"33.17, -87.23"
Militant Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Alabama,TRUE,FALSE,,32.31,-86.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.31, -86.9"
Israel United In Christ,Black Separatist,black-separatist,Birmingham,Alabama,FALSE,FALSE,,33.41,-86.68,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"33.41, -86.68"
Aryan Nations Sadistic Souls MC,Neo-Nazi,neo-nazi,,Alabama,TRUE,FALSE,,32.31,-86.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"32.31, -86.9"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Montgomery,Alabama,FALSE,FALSE,,32.36,-86.29,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.36, -86.29"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Birmingham,Alabama,FALSE,FALSE,,33.52,-86.8,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"33.52, -86.8"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Mobile,Alabama,FALSE,FALSE,,30.69,-88.03,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"30.69, -88.03"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Huntsville,Alabama,FALSE,FALSE,,34.73,-86.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"34.73, -86.58"
Nordic Order Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Alabama,TRUE,FALSE,,32.31,-86.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.31, -86.9"
The Daily Stormer,Neo-Nazi,neo-nazi,Cullman,Alabama,FALSE,FALSE,,34.17,-86.84,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"34.17, -86.84"
United Dixie White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Alabama,TRUE,FALSE,,32.31,-86.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.31, -86.9"
Borderkeepers of Alabama,Anti-Immigrant,anti-immigrant,Birmingham,Alabama,FALSE,TRUE,,33.52,-86.8,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"33.52, -86.8"
Nation of Islam,Black Separatist,black-separatist,Phoenix,Arizona,FALSE,FALSE,Nation of Islam,33.405164,-112.070017,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"33.405164, -112.070017"
Fundamentalist Latter Day Saints,General Hate,other,Colorado City,Arizona,FALSE,FALSE,Fundamentalist Church of Jesus Christ of Latter-Day Saints,36.990262,-112.97577,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,https://www.splcenter.org/fighting-hate/extremist-files/group/fundamentalist-church-jesus-christ-latter-day-saints,"36.990262, -112.97577"
American Border Patrol,Anti-Immigrant,anti-immigrant,Sierra Vista,Arizona,FALSE,TRUE,,31.588871,-110.211737,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"31.588871, -110.211737"
Vinlanders Social Club,Racist Skinhead,racist-skinhead,,Arizona,TRUE,FALSE,Vinlanders Social Club,34.04,-111.09,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/vinlanders-social-club,"34.04, -111.09"
Faithful Word Baptist Church,Anti-LGBT,anti-lgbt,Tempe,Arizona,FALSE,FALSE,,33.389757,-111.934363,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"33.389757, -111.934363"
Free American,White Nationalist,white-nationalist,Tucson,Arizona,FALSE,TRUE,,32.24793,-110.920859,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"32.24793, -110.920859"
US Border Guard,Anti-Immigrant,anti-immigrant,Mesa,Arizona,FALSE,TRUE,,33.41,-111.83,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"33.41, -111.83"
United Families International,Anti-LGBT,anti-lgbt,Gilbert,Arizona,FALSE,TRUE,,33.345996,-111.755609,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"33.345996, -111.755609"
Family Watch International,Anti-LGBT,anti-lgbt,Gilbert,Arizona,FALSE,TRUE,,33.345996,-111.755609,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"33.345996, -111.755609"
National Socialist Movement,Neo-Nazi,neo-nazi,Tucson,Arizona,FALSE,FALSE,National Socialist Movement,32.22,-110.92,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"32.22, -110.92"
Israel United In Christ,Black Separatist,black-separatist,Phoenix,Arizona,FALSE,FALSE,,33.49,-112.12,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"33.49, -112.12"
ACT for America,Anti-Muslim,anti-muslim,Tucson,Arizona,FALSE,FALSE,,32.22,-110.92,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"32.22, -110.92"
Alliance Defending Freedom,Anti-LGBT,anti-lgbt,Scottsdale,Arizona,FALSE,TRUE,,33.62,-111.88,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"33.62, -111.88"
The Daily Stormer,Neo-Nazi,neo-nazi,Phoenix,Arizona,FALSE,FALSE,,33.44,-112.07,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"33.44, -112.07"
Forza Nuova,White Nationalist,white-nationalist,Phoenix,Arizona,FALSE,FALSE,,33.44,-112.07,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"33.44, -112.07"
Bomb Islam,Anti-Muslim,anti-muslim,Phoenix,Arizona,FALSE,FALSE,,33.44,-112.07,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"33.44, -112.07"
Soldiers of Odin,Anti-Muslim,anti-muslim,Flagstaff,Arizona,FALSE,FALSE,,35.19,-111.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"35.19, -111.65"
American Vanguard,White Nationalist,white-nationalist,,Arizona,TRUE,FALSE,,34.04,-111.09,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"34.04, -111.09"
Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Harrison,Arkansas,FALSE,TRUE,Knights of the Ku Klux Klan,36.22,-93.1,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,https://www.splcenter.org/fighting-hate/extremist-files/group/knights-ku-klux-klan,"36.22, -93.1"
Kingdom Identity Ministries,Christian Identity,christian-identity,Harrison,Arkansas,FALSE,TRUE,Kingdom Identity Ministries ,36.229999,-93.11,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,https://www.splcenter.org/fighting-hate/extremist-files/group/kingdom-identity-ministries,"36.229999, -93.11"
Tony Alamo Christian Ministries,General Hate,other,Fouke,Arkansas,FALSE,TRUE,,33.261239,-93.885459,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"33.261239, -93.885459"
Tony Alamo Christian Ministries,General Hate,other,Fort Smith,Arkansas,FALSE,FALSE,,35.37046,-94.413064,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"35.37046, -94.413064"
Tightrope,Hate Music,racist-music,Calico Rock,Arkansas,FALSE,TRUE,,36.119514,-92.135986,https://www.splcenter.org/fighting-hate/extremist-files/ideology/hate-music,,"36.119514, -92.135986"
Ozark Craft LC,General Hate,other,Harrison,Arkansas,FALSE,FALSE,,36.229793,-93.107676,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"36.229793, -93.107676"
Nation of Islam,Black Separatist,black-separatist,Pine Bluff,Arkansas,FALSE,FALSE,Nation of Islam,34.21,-91.98,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"34.21, -91.98"
Southern National Congress,Neo-Confederate,neo-confederate,,Arkansas,FALSE,FALSE,,35.2,-91.83,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"35.2, -91.83"
Christian Revival Center,Christian Identity,christian-identity,Harrison,Arkansas,FALSE,TRUE,,36.22,-93.1,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"36.22, -93.1"
Aryan Strikeforce,Racist Skinhead,racist-skinhead,,Arkansas,TRUE,FALSE,,35.2,-91.83,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"35.2, -91.83"
League of the South,Neo-Confederate,neo-confederate,Harrison,Arkansas,FALSE,FALSE,League of the South,36.22,-93.1,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"36.22, -93.1"
Confederate White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Greenwood,Arkansas,FALSE,FALSE,,35.21,-94.25,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.21, -94.25"
International Keystone Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Vanndale,Arkansas,FALSE,TRUE,,35.31,-90.77,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"35.31, -90.77"
ACT for America,Anti-Muslim,anti-muslim,Jonesboro,Arkansas,FALSE,FALSE,,35.84,-90.7,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"35.84, -90.7"
Christian American Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Hoxie,Arkansas,FALSE,FALSE,,36.05,-90.97,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.05, -90.97"
Divine Truth Ministries,Christian Identity,christian-identity,,Arkansas,TRUE,FALSE,,35.2,-91.83,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"35.2, -91.83"
Institute for Historical Review,Holocaust Denial,holocaust-denial,Newport Beach,California,FALSE,TRUE,Institute for Historical Review,33.62,-117.92,https://www.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial,https://www.splcenter.org/fighting-hate/extremist-files/group/institute-historical-review,"33.62, -117.92"
Nation of Islam,Black Separatist,black-separatist,Los Angeles,California,FALSE,FALSE,Nation of Islam,33.94,-118.29,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"33.94, -118.29"
Sacto Skins,Racist Skinhead,racist-skinhead,Sacramento,California,FALSE,TRUE,,38.581571,-121.494399,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"38.581571, -121.494399"
Nation of Islam,Black Separatist,black-separatist,San Diego,California,FALSE,FALSE,Nation of Islam,32.698055,-117.120592,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"32.698055, -117.120592"
Nation of Islam,Black Separatist,black-separatist,Oakland,California,FALSE,FALSE,Nation of Islam,37.77,-122.2,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"37.77, -122.2"
Nation of Islam,Black Separatist,black-separatist,Compton,California,FALSE,FALSE,Nation of Islam,33.88,-118.2,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"33.88, -118.2"
Jewish Defense League,General Hate,other,Los Angeles,California,FALSE,TRUE,,34.07,-118.37,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"34.07, -118.37"
Nation of Islam,Black Separatist,black-separatist,Rialto,California,FALSE,FALSE,Nation of Islam,34.12,-117.36,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"34.12, -117.36"
National Coalition for Immigration Reform (formerly CCIR),Anti-Immigrant,anti-immigrant,Huntington Beach,California,FALSE,TRUE,,33.72,-118.02,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"33.72, -118.02"
New Black Panther Party,Black Separatist,black-separatist,Los Angeles,California,FALSE,FALSE,New Black Panther Party,34.06,-118.24,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party,"34.06, -118.24"
Chalcedon Foundation,Anti-LGBT,anti-lgbt,Vallecito,California,FALSE,TRUE,,38.09,-120.47,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"38.09, -120.47"
Traditional Values Coalition,Anti-LGBT,anti-lgbt,Anaheim,California,FALSE,FALSE,Traditional Values Coalition,33.827605,-117.907324,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,https://www.splcenter.org/fighting-hate/extremist-files/group/traditional-values-coalition,"33.827605, -117.907324"
Californians for Population Stabilization,Anti-Immigrant,anti-immigrant,Santa Barbara,California,FALSE,TRUE,,34.42,-119.7,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"34.42, -119.7"
Golden State Skinheads,Racist Skinhead,racist-skinhead,Southern,California,FALSE,FALSE,,36.77,-119.41,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"36.77, -119.41"
OMNI Christian Book Club,Radical Traditional Catholicism,rad-trad-catholicism,Palmdale,California,FALSE,TRUE,,34.35794,-118.065444,https://www.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism,,"34.35794, -118.065444"
Tradition in Action,Radical Traditional Catholicism,rad-trad-catholicism,Los Angeles,California,FALSE,TRUE,,34.022447,-118.200027,https://www.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism,,"34.022447, -118.200027"
California Skinheads,Racist Skinhead,racist-skinhead,,California,TRUE,TRUE,,36.77,-119.41,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"36.77, -119.41"
Tony Alamo Christian Ministries,General Hate,other,Canyon Country,California,FALSE,FALSE,,34.438411,-118.457197,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"34.438411, -118.457197"
Chick Publications,General Hate,other,Ontario,California,FALSE,FALSE,,34.020485,-117.652468,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"34.020485, -117.652468"
American Freedom Party,White Nationalist,white-nationalist,Los Angeles,California,FALSE,TRUE,American Freedom Party,34.05375,-118.255034,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,https://www.splcenter.org/fighting-hate/extremist-files/group/american-freedom-party,"34.05375, -118.255034"
Holy Nation of Odin,General Hate,other,Kingsburg,California,FALSE,TRUE,,36.513839,-119.554017,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"36.513839, -119.554017"
